,Player,Nation,Pos,90s,Squad,Comp,Age,Goals,Offensive Rate,Defensive Rate,Passing Rate,Playmaking Rate,Physical Rate,Overall Rating
1337,Pau Torres,ESP,DF,17.0,Villarreal,La Liga,26,0,2.137828977746208,47.99169134385768,50.170222456400445,11.061899428343805,80.45141778472407,56.861466148014074
1338,Lucas Torró,ESP,MF,16.7,Osasuna,La Liga,28,0,14.201774435185383,49.277930227294476,40.097343948166404,5.14958478977806,77.12827952520797,28.225253182298292
1339,Birama Touré,MLI,MF,21.8,Auxerre,Ligue 1,30,0,16.49797366741632,64.90370362844833,53.565884647304465,8.564977719078804,82.11821669308425,35.88697486789368
1340,Lucas Tousart,FRA,MF,17.7,Hertha BSC,Bundesliga,25,2,24.681396693052886,58.21156870040921,39.569825466874676,9.186392846707509,85.43582249105216,33.58864587299565
1341,Adama Traoré,ESP,FW,10.0,Wolves,Premier League,27,1,14.432163886195385,26.596931493897035,29.421225674177055,16.39199230617191,65.89101491016194,25.04969582168149
1342,Hamari Traoré,MLI,DF,18.1,Rennes,Ligue 1,31,1,23.49929595683512,61.47036985040607,54.24477221533112,24.782604835667744,86.42338791953192,69.56736103345906
1343,Óscar Trejo,ARG,MF,13.4,Rayo Vallecano,La Liga,34,2,19.340813588917968,21.533794265562783,48.71734352174501,30.10256974033255,52.21006623771153,39.041562344034446
1344,Christopher Trimmel,AUT,DF,13.3,Union Berlin,Bundesliga,35,0,7.2994257540794365,38.636980915850714,40.76245737177929,21.994596874193522,73.03316621673737,50.795476394245995
1345,Kieran Trippier,ENG,DF,21.7,Newcastle Utd,Premier League,32,1,17.510929631104702,72.20010527808478,100.0,46.10260513513864,86.30818711400033,81.43444011058703
1346,Adrien Truffert,FRA,DF,17.7,Rennes,Ligue 1,21,0,14.651916136290266,62.16636407622333,49.043254026983554,30.161829309470246,75.8224664490522,65.25276446742521
1347,Tuta,BRA,DF,17.9,Eint Frankfurt,Bundesliga,23,1,18.23736559213634,53.90727669740213,40.28934108785885,6.063278601577999,76.0366979925711,58.193815821343485
1348,Iyenoma Udogie,ITA,DF,16.3,Udinese,Serie A,20,2,20.421352025456745,43.42800147273706,58.72339149604136,33.95486179961086,75.47576888956814,58.75588472825914
1349,Chimuanya Ugochukwu,FRA,MF,9.1,Rennes,Ligue 1,18,0,8.235210974755919,35.849633546509395,22.483489742525304,3.29994013495387,78.87168751033002,21.112874763038793
1350,Samuel Umtiti,FRA,DF,10.5,Lecce,Serie A,29,0,1.320423780372658,35.7989593891647,25.06428015009121,1.2816144779949137,75.96565652465138,45.650172654986314
1351,Enes Ünal,TUR,FW,19.2,Getafe,La Liga,25,6,44.11219090777511,38.74104171878053,44.595701721944494,26.042234342340247,77.58337223699434,52.01093582762434
1352,Cengiz Ünder,TUR,MF,13.8,Marseille,Ligue 1,25,1,28.12445863338329,39.60386603906877,48.1815384694987,31.548021232202366,71.04128339640955,44.9763017311764
1353,Dayot Upamecano,FRA,DF,18.9,Bayern Munich,Bundesliga,24,0,10.779123559020075,63.21218887501717,52.481448662299144,11.243919056819367,83.0903145374346,66.01226696137219
1354,Filip Uremovi?,CRO,DF,8.7,Hertha BSC,Bundesliga,26,0,6.711579791706877,29.557358257579587,19.114140784538634,4.1265998725375415,76.15848336614773,43.11993199356756
1355,Josha Vagnoman,GER,DF,6.8,Stuttgart,Bundesliga,22,0,3.0371915132118543,22.903459111232998,18.303260828778086,5.277895890669364,71.80465626078309,38.1960023874763
1356,Óscar Valentín,ESP,MF,13.6,Rayo Vallecano,La Liga,28,0,3.8923231043103383,43.264684073065816,40.93146727288681,10.302597415200172,65.62082482129192,28.17982243605139
1357,Emanuele Valeri,ITA,DF,16.6,Cremonese,Serie A,24,1,17.057375745536067,33.7687333924289,48.17294937923127,20.45448934056711,64.32703432317778,47.36528915105558
1358,Valery,ESP,MF,6.4,Girona,La Liga,23,0,1.7484232126313812,15.110994705562941,29.03109497093262,16.599350245644015,50.74390565693061,23.88777535641871
1359,Martin Valjent,SVK,DF,17.8,Mallorca,La Liga,27,0,0.4631240057267648,67.27083683441474,41.7361149871811,2.7775430929720195,93.9012591254457,68.20339263774088
1360,Federico Valverde,URU,FW,17.0,Real Madrid,La Liga,24,6,44.38908705952056,53.03576455792387,67.43355576796006,40.04995062066972,88.91550124830009,58.55062540456777
1361,Virgil van Dijk,NED,DF,16.5,Liverpool,Premier League,31,2,22.54788838320147,62.575599865443365,42.56749350091475,4.9066490001427665,96.26703950502605,69.73304105951654
1362,Vanderson,BRA,DF,14.4,Monaco,Ligue 1,21,0,15.767191536740595,53.84198236385932,42.713649382951296,21.45777256632758,69.709947835265,57.74816589750527
1363,Raphaël Varane,FRA,DF,14.4,Manchester Utd,Premier League,29,0,15.36378847274249,53.70442935946734,35.86349246196115,3.1915091361798154,84.56274871976113,59.86472474640088
1364,Jamie Vardy,ENG,FW,13.1,Leicester City,Premier League,36,1,22.737129167469387,23.987588037159487,28.27579266329409,19.719677201234948,54.44359768755409,30.019576457469835
1365,Ruben Vargas,SUI,MF,5.6,Augsburg,Bundesliga,24,1,11.005587165706133,12.367641619895544,11.825141339312669,9.296808563474249,47.34406397791626,16.12477378063424
1366,Johan Vásquez,MEX,DF,7.0,Cremonese,Serie A,24,0,2.1551744461254874,23.09118527085569,14.248964929477268,1.9336639492554837,59.449530111433624,33.09073915055936
1367,Matías Vecino,URU,MF,10.8,Lazio,Serie A,31,1,14.82645185122061,32.13980901357376,27.258011436478956,11.835865143861737,56.99555483386446,24.917516598631167
1368,Gabriel Veiga,ESP,MF,11.5,Celta Vigo,La Liga,20,6,46.1950065987167,29.755258678637738,32.18043110872175,33.014194826661026,64.08891186905295,42.29725284495169
1369,Milo Veljkovi?,SRB,DF,13.9,Werder Bremen,Bundesliga,27,1,19.269784209514786,48.8411175350732,33.07806392913055,2.5895679001491207,75.71898144444619,54.659759871512804
1370,Miguel Veloso,POR,MF,9.4,Hellas Verona,Serie A,36,0,8.937088240866608,22.62289575181239,29.746113970754546,11.70084314443295,56.881888485192945,23.633176448880608
1371,Joël Veltman,NED,DF,15.3,Brighton,Premier League,31,0,9.190382082680985,47.464188943690445,39.978844265406934,10.095436207674611,68.55490971323817,52.06417815528646
1372,Mickey van de Ven,NED,DF,20.0,Wolfsburg,Bundesliga,21,1,10.736778980978919,59.084252261447645,51.90492621543717,5.866296580174015,81.0542553839284,62.736243593990665
1373,Lorenzo Venuti,ITA,DF,6.2,Fiorentina,Serie A,27,0,15.932487993571835,19.91317962421352,19.571006270195152,10.799956766065183,74.17202860603108,39.893303007063
1374,Daniele Verde,ITA,FW,5.3,Spezia,Serie A,26,2,22.780169773163447,1.9438440540428303,15.572827703426123,8.76738454397125,24.154099092698967,22.614187255943996
1375,Simone Verdi,ITA,MF,5.5,Hellas Verona,Serie A,30,1,14.726711516396415,10.377800003037509,17.647728438946192,9.0516632312309,50.754054438062,17.906173985815286
1376,Jordan Veretout,FRA,MF,16.8,Marseille,Ligue 1,29,3,30.023667494138962,42.24795179210659,55.09974637641187,32.699808517956505,64.17030184240092,46.953113926600395
1377,Marco Verratti,ITA,MF,13.8,Paris S-G,Ligue 1,30,0,22.375654209270657,38.74131680639575,46.76361340129234,21.550553700582373,62.80865726849735,37.22972570263061
1378,Valerio Verre,ITA,MF,7.5,Sampdoria,Serie A,29,0,9.753821938750526,19.542012065905,26.379555221475908,9.636199082668524,50.30412514123721,20.668329852891983
1379,Mikel Vesga,ESP,MF,16.5,Athletic Club,La Liga,29,2,12.610792960345965,49.8714868760171,52.80576998296921,17.93062496202141,76.50557168084113,38.265419151280035
1380,Aleix Vidal,ESP,MF,8.1,Espanyol,La Liga,33,0,13.660404768331652,14.671594794171657,22.605101052502555,8.067348272896695,43.416485680069826,18.007270601866473
1381,Clément Vidal,FRA,DF,8.5,Ajaccio,Ligue 1,22,0,6.065693106188872,28.961351698630494,19.649429280763012,1.6108512799860881,71.02476146460963,40.78320737174165
1382,Nacho Vidal,ESP,DF,9.9,Osasuna,La Liga,28,0,6.308599453540877,38.41892155665942,23.140074936571303,5.7875011690507145,81.19337175297554,49.51192877980584
1383,Tonny Vilhena,NED,MF,15.7,Salernitana,Serie A,28,3,27.589177889297346,26.128700307668357,43.18056613555396,21.389994710262094,56.63019871313456,34.763076835600245
1384,Gonzalo Villar,ESP,MF,7.7,Sampdoria,Serie A,24,0,0.4340703461914715,23.77985974824444,17.721595223192292,2.8937505845253573,63.492804514177855,15.75466492895092
1385,Mattia Viti,ITA,DF,7.0,Nice,Ligue 1,21,1,13.901984777799903,22.656752406662854,15.959975307208015,2.3088475760578713,83.80356019242092,42.839602763713046
1386,Daniel Vivian,ESP,DF,14.1,Athletic Club,La Liga,23,1,14.772552395761382,42.45781232525188,33.26546492951196,1.9474758346073084,73.87703736781212,50.537202758160156
1387,Duan Vlahovi?,SRB,FW,10.6,Juventus,Serie A,23,8,49.97640647348289,20.153331161745665,34.27109978784892,21.864401873206475,74.39056569306028,53.284910540310555
1388,Nikola Vlai?,CRO,MF,20.5,Torino,Serie A,25,4,41.81602085917662,32.66612827370059,81.63190752472285,40.09481448755728,69.01466406611839,58.068518511328115
1389,Kevin Vogt,GER,DF,13.7,Hoffenheim,Bundesliga,31,0,0.0,34.12748411459136,36.0786875068111,3.212387567525596,70.72685570462987,44.416352925409456
1390,Mërgim Vojvoda,KVX,DF,11.0,Torino,Serie A,28,0,11.890747942460855,20.805297116587933,32.95780794268025,31.001023850146098,55.07134593135364,37.1243099780595
1391,Stefan de Vrij,NED,DF,12.1,Inter,Serie A,31,1,12.929226350599535,43.29908867811882,28.533582268797247,1.2825780979031804,87.70467359177856,54.842577524627934
1392,Walace,BRA,MF,20.1,Udinese,Serie A,27,0,19.93951271391602,59.49170354739402,54.83578757081957,14.717007631946213,78.07689296515491,39.01094024392416
1393,Kyle Walker,ENG,DF,8.8,Manchester City,Premier League,32,0,8.001880533495086,25.912896607587786,24.676506956459026,7.605190497922227,87.74082596316546,46.611639655939506
1394,Kyle Walker-Peters,ENG,DF,15.6,Southampton,Premier League,25,1,16.70564855036128,40.92324435197584,38.99960273029032,20.59612310049881,77.08709683966956,53.94961533962843
1395,Aaron Wan-Bissaka,ENG,DF,6.8,Manchester Utd,Premier League,25,0,0.44230944367162933,21.37884915758437,20.565885106568157,5.568623537950571,69.20758316926138,36.60115187980531
1396,Joel Ward,ENG,DF,14.4,Crystal Palace,Premier League,33,0,0.4371058031578456,50.44372129257888,30.292985097523967,4.935196880550653,82.66029999797026,55.57128193711427
1397,James Ward-Prowse,ENG,MF,22.0,Southampton,Premier League,28,5,37.250663873259874,62.01807515154929,86.28131779064701,36.199739571187536,86.97302453975279,61.79696714028854
1398,Ollie Watkins,ENG,FW,18.1,Aston Villa,Premier League,27,5,47.63198093360729,31.94978519125823,51.54912187243939,37.92309562205576,70.939980108389,55.63698157264409
1399,Timothy Weah,USA,DF,7.2,Lille,Ligue 1,22,0,15.274158724397385,13.936429279864736,23.120384616631267,14.534216753958503,48.50851951142207,29.100965414007522
1400,Adam Webster,ENG,DF,13.9,Brighton,Premier League,28,0,8.345746642554312,47.09969017099703,35.54963746367715,4.859599846598397,85.36545760854122,56.46755542913952
1401,Julian Weigl,GER,MF,13.7,M'Gladbach,Bundesliga,27,0,2.613962084757432,41.18644577547986,35.253586896589404,6.686591756666874,81.92299104877505,26.292012378888746
1402,Mitchell Weiser,GER,DF,18.2,Werder Bremen,Bundesliga,28,1,25.459754930963612,56.69771190482821,57.73366361596292,42.9705741249282,78.40862838688864,67.33526570185137
1403,Shon Weissman,ISR,FW,8.3,Valladolid,La Liga,26,1,19.425890134650786,7.31674080884835,18.648110642163225,1.27968723817838,38.43546390078553,21.555537461488605
1404,Danny Welbeck,ENG,FW,12.7,Brighton,Premier League,32,1,27.53786193998459,28.142213687252564,39.989766150952185,26.81600534710985,72.06953944831227,38.00096950082716
1405,Timo Werner,GER,FW,11.2,RB Leipzig,Bundesliga,26,5,39.96275268023783,13.372197410985626,28.522201714280726,19.558244789749722,59.56000684317815,42.825401060622916
1406,Ben White,ENG,DF,18.7,Arsenal,Premier League,25,0,2.189431746174565,56.1513034488314,55.23585779785639,24.85170810968195,75.54520702063682,61.07742646820628
1407,Silvan Widmer,SUI,DF,13.0,Mainz 05,Bundesliga,29,2,23.283748508120652,29.60997211389353,32.53390225995506,8.017317636780213,64.0971644305519,42.8805698981185
1408,Mateusz Wieteska,POL,DF,23.0,Clermont Foot,Ligue 1,26,0,23.94158333060004,74.7018985133568,53.66268104740922,10.146357965752586,86.61772894988357,74.00154698523343
1409,Iñaki Williams,GHA,FW,16.5,Athletic Club,La Liga,28,5,43.05112860873001,33.23344966179665,42.73829499302486,36.693258608850485,73.37280318949485,51.43078807437887
1410,Neco Williams,WAL,DF,13.5,Nott'ham Forest,Premier League,21,0,16.3856978560087,46.7948781362013,34.86629146936872,20.262924455506788,58.41261464498114,49.67681437055192
1411,Nico Williams,ESP,FW,18.2,Athletic Club,La Liga,20,4,38.46925062348121,31.584308092341995,56.91523045738538,60.618487114191865,65.8328234779003,51.425682992934824
1412,Willian,BRA,FW,13.4,Fulham,Premier League,34,3,32.50675193484955,21.48378063247077,51.30194680924777,40.68025600009237,65.20541133009927,43.41371071489899
1413,Joe Willock,ENG,MF,17.8,Newcastle Utd,Premier League,23,2,29.280957607040943,49.058359283042535,57.111020190114495,27.878464090206883,70.45394575384225,46.06785478449234
1414,Callum Wilson,ENG,FW,12.5,Newcastle Utd,Premier League,30,7,49.30273717161786,14.742305506934738,34.143645982780924,21.135968582568694,59.58958329104674,50.68148121008108
1415,Patrick Wimmer,AUT,FW,9.6,Wolfsburg,Bundesliga,21,2,21.388180586738308,28.320787528389946,35.172273498353654,37.923071451521245,68.82747228211738,33.783947639951144
1416,Jonas Wind,DEN,FW,6.2,Wolfsburg,Bundesliga,24,4,33.87409676669992,15.188902709872155,16.725820591318005,13.245643647718472,64.86897923559381,36.933324080070975
1417,Yoane Wissa,COD,FW,10.4,Brentford,Premier League,26,4,31.674828643767334,21.673843627638483,26.783790672917895,18.575625483134544,49.77423575064999,35.70156305282573
1418,Axel Witsel,BEL,DF,13.9,Atlético Madrid,La Liga,34,0,2.1699180942478753,41.42807484278463,38.035925807211214,7.486813572378584,75.71898144444619,50.43577830804646
1419,Marius Wolf,GER,DF,7.7,Dortmund,Bundesliga,27,1,15.745532184164182,27.494874313257256,24.663895376979887,16.164863494868722,71.49644558457761,43.62203479254751
1420,Jeong Woo-yeong,KOR,MF,6.4,Freiburg,Bundesliga,23,1,15.670582370788559,7.705542949338633,18.409274750488226,12.284762546801478,30.3847343228196,17.40141573803763
1421,Christopher Wooh,CMR,DF,7.6,Rennes,Ligue 1,21,0,2.1751217347616594,27.805285896513947,19.726367977480933,4.634466304737178,85.6435342115412,45.184073787882625
1422,Joe Worrall,ENG,DF,13.9,Nott'ham Forest,Premier League,26,0,1.7479895759218993,56.08696750278923,33.068097906813826,2.5895679001491207,84.54233176007328,59.001056640374024
1423,Xeka,POR,MF,6.1,Rennes,Ligue 1,28,0,2.1690508208289114,13.572390401895001,15.797364238040235,4.216797892540036,61.08754338603934,14.826115824819434
1424,Granit Xhaka,SUI,MF,19.8,Arsenal,Premier League,30,3,25.12948671650203,51.468931819823084,79.14512205301263,43.77354987055843,82.0940705021327,61.344469572174106
1425,Jawad El Yamiq,MAR,DF,6.7,Valladolid,La Liga,30,0,2.179024465146997,29.28881894889489,15.650670125378296,0.6456253385387911,65.05368705218505,37.86921798727864
1426,Ryan Yates,ENG,MF,15.5,Nott'ham Forest,Premier League,25,0,17.913870112302757,49.10947638163448,39.012276029524415,9.829106465299144,80.73964316885544,31.47449549124605
1427,Maya Yoshida,JPN,DF,19.9,Schalke 04,Bundesliga,34,0,2.588811155607477,79.00427223328813,43.540969987999304,6.455932178751822,91.92359997564294,73.76825835440748
1428,Ashley Young,ENG,DF,13.2,Aston Villa,Premier League,37,1,13.700668724800591,45.964694752606356,35.62326199458099,16.652132885664173,73.55084360250689,53.86166347846033
1429,Mohamed Youssouf,COM,DF,17.4,Ajaccio,Ligue 1,34,0,0.8299806619485279,64.10743001606417,46.110421868633445,11.091679062702973,82.85123061983415,64.45433556345546
1430,Mattia Zaccagni,ITA,FW,17.9,Lazio,Serie A,27,8,49.38347833162281,30.043768904417963,54.03950869845947,41.11321317410353,62.62812836178375,56.52997325677919
1431,Dan-Axel Zagadou,FRA,DF,5.9,Stuttgart,Bundesliga,23,0,8.835447453851938,21.37509248847612,17.13033503719836,4.273044189928448,78.14184516439578,40.08705871677208
1432,Wilfried Zaha,CIV,FW,18.5,Crystal Palace,Premier League,30,6,45.66398701978566,31.083380269555068,59.00601596791164,48.884236535878436,68.46837800043375,55.94851411801832
1433,Rodrigo Zalazar,URU,MF,5.4,Schalke 04,Bundesliga,23,1,18.64635839452499,11.359035956646562,18.46661901095395,16.80033419598812,52.14240769683561,23.249024859646074
1434,Joseba Zaldúa,ESP,DF,7.1,Cádiz,La Liga,30,0,0.4310348892250976,24.673862438765973,14.921279872249887,3.9382280942207837,72.50492215884874,38.40831869994109
1435,Nicola Zalewski,POL,DF,12.6,Roma,Serie A,21,0,12.397492053020729,25.65904469566612,30.782117195287945,22.84299370482314,54.735759568609154,38.106696892774536
1436,Andre-Frank Zambo Anguissa,CMR,MF,17.7,Napoli,Serie A,27,2,27.721405473950067,59.12040129454971,55.58599680921422,23.64839002899964,87.20121187129638,46.18798370486145
1437,Luca Zanimacchia,ITA,MF,8.3,Cremonese,Serie A,24,0,12.248918664027345,16.27500132319937,26.759722083080195,16.204645565951814,42.94355247934723,23.5841591102848
1438,Nicolò Zaniolo,ITA,MF,9.9,Roma,Serie A,23,1,21.35704166264047,16.912131688240272,25.622016332652937,12.976062338213653,62.78738615799936,24.862994032830983
1439,Duván Zapata,COL,FW,7.4,Atalanta,Serie A,31,1,17.885792955665895,14.877343982581856,21.15327822611662,16.83688950572192,56.40895528447034,24.967691707805603
1440,Oier Zarraga,ESP,MF,5.4,Athletic Club,La Liga,24,0,8.497264950845052,12.271515223169141,18.356912741248124,5.4637248798730536,47.0903444496316,15.099022849382932
1441,Akim Zedadka,ALG,DF,5.5,Auxerre,Ligue 1,27,0,0.4293003423871696,18.78242524496158,15.545021962601444,5.836384803980502,79.2274747802789,38.30781315427833
1442,Jordan Zemura,ZIM,DF,13.5,Bournemouth,Premier League,23,0,1.7562286734020573,36.882301273280234,40.679432010276216,26.95082788787817,66.86778167942032,47.79781823868381
1443,Arber Zeneli,KVX,FW,10.0,Reims,Ligue 1,27,0,16.237155023125275,12.529907119088291,37.01952884744838,38.47163673530577,45.34001799717188,26.632490570206304
1444,Edon Zhegrova,KVX,FW,6.3,Lille,Ligue 1,23,1,21.557560094846004,5.491877704777283,24.669543791856167,25.967546942273884,28.61956279050887,25.42919537887534
1445,Piotr Zieli?ski,POL,MF,14.6,Napoli,Serie A,28,3,35.7679530424129,16.66533877001989,69.02699873520429,41.16914668668064,49.062107640872334,50.989089147504146
1446,Oleksandr Zinchenko,UKR,DF,12.0,Arsenal,Premier League,26,0,11.995492082627035,41.96813198756289,36.618396697004535,9.640303535357159,88.12041673794978,56.151343263416656
1447,Joshua Zirkzee,NED,FW,5.2,Bologna,Serie A,21,1,16.669107652382323,7.608157137379505,19.357024804895282,22.447708832649905,50.465152468521865,23.402480727228077
1448,Hakim Ziyech,MAR,FW,5.7,Chelsea,Premier League,29,0,7.143896878623053,7.26137643485893,18.588944459466333,11.188615913589873,25.930135790691544,12.109035258169166
