,Player,Nation,Pos,90s,Squad,Comp,Age,Goals,Offensive Rate,Defensive Rate,Passing Rate,Playmaking Rate,Physical Rate,Overall Rating
1178,Fabián Ruiz Peña,ESP,MF,10.5,Paris S-G,Ligue 1,26,1,12.688191302015706,28.121577684597167,31.565059380169842,11.616453759006415,68.33029353174685,26.370880172708677
1179,Julian Ryerson,NOR,DF,11.5,Union Berlin,Bundesliga,25,0,15.166951015531973,27.71163406455919,29.002073205556854,19.004678821788872,65.7270977140261,42.4953636431999
1180,Youssouf Sabaly,SEN,DF,11.1,Betis,La Liga,29,0,7.245136196229939,28.91945561007942,30.13778158841096,12.433841234442406,61.57033540271814,40.09173588228866
1181,Abdelhamid Sabiri,MAR,MF,10.2,Sampdoria,Serie A,26,1,21.745296558843354,27.439697175365062,31.417747144822815,19.069283514013733,75.20106296772221,32.34854257985858
1182,Falaye Sacko,MLI,DF,14.0,Montpellier,Ligue 1,27,0,1.2748919258770492,34.202933222033685,39.552355604328696,11.34946717968436,55.92704842464211,40.84318695060919
1183,Alexis Saelemaekers,BEL,FW,7.6,Milan,Serie A,23,0,9.525595413714898,30.493601409163762,21.43563143503819,9.126219903805065,77.83390214835198,21.24289174375956
1184,Wesley Saïd,FRA,FW,6.6,Lens,Ligue 1,27,5,42.67003626405963,9.044708089186212,19.78025857491339,29.967087994455344,39.633617061414455,42.50189143399016
1185,Allan Saint-Maximin,FRA,FW,7.1,Newcastle Utd,Premier League,25,1,18.035984199656014,25.551929652572735,23.904533905114658,33.32739505254828,82.42260104561443,30.871333772920146
1186,Bukayo Saka,ENG,FW,20.0,Arsenal,Premier League,21,7,47.53459378054561,28.7735675028636,84.37374651365575,63.1807664382563,63.56703559902457,61.18794136018582
1187,Hamza Sakhi,MAR,MF,17.4,Auxerre,Ligue 1,26,1,25.55052420468239,57.27269609738948,68.95481490461904,27.99706470942189,79.92607996870485,50.445206063465555
1188,Mamadou Sakho,FRA,DF,5.7,Montpellier,Ligue 1,32,1,16.165995383258544,17.985913202296754,12.750772725219559,0.9703652476247205,59.64438670915624,32.14201707919005
1189,Mohamed Salah,EGY,FW,19.7,Liverpool,Premier League,30,7,56.823555720834285,19.275578647231264,73.59391182592236,50.486819759152944,65.03338948992227,65.03698776063507
1190,Amine Salama,FRA,FW,11.1,Angers,Ligue 1,22,3,28.30839913788015,17.302639844145283,28.64627474377769,17.00408842767814,47.922544502405266,32.76763917342606
1191,William Saliba,FRA,DF,20.8,Arsenal,Premier League,21,2,34.09247102701798,60.98242924348505,56.38312185016344,4.965161778170446,84.18152979827124,67.7627745730162
1192,Mohammed Salisu,GHA,DF,21.0,Southampton,Premier League,23,0,18.93227628420141,94.77961367202626,48.35933577027905,13.750116255444981,91.76672881586921,84.19592354333147
1193,Roland Sallai,HUN,MF,5.3,Freiburg,Bundesliga,25,0,11.18511397081596,13.398678061285688,15.27067738749383,6.51352836118175,60.54559847362333,16.970415298841598
1194,Yoann Salmier,GUF,DF,18.9,Troyes,Ligue 1,30,1,19.173154487982007,66.95962290609968,44.586331552979416,7.035845981412779,85.20713662289158,68.03067885765869
1195,Lazar Samardzic,GER,MF,9.3,Udinese,Serie A,20,4,36.75980111585702,15.702851074498309,44.308443576693776,38.03998316379377,39.866442040310965,42.48899448909959
1196,Mama Samba Baldé,GNB,FW,17.5,Troyes,Ligue 1,27,9,54.25080018403025,34.02993152443036,48.16063516473854,43.52075931598706,70.50764203219195,60.88468365325081
1197,Samuel,BRA,FW,19.8,Valencia,La Liga,23,2,44.60691112460812,41.626102739399165,54.622729324680854,64.34951716773611,73.23534443513336,57.57978537241459
1198,Fede San Emeterio,ESP,MF,10.8,Cádiz,La Liga,25,0,1.3113174094735363,26.295384094194084,24.61165812887186,3.2390277903990676,61.121929844460986,17.646846592204913
1199,Antonio Sanabria,PAR,FW,12.1,Torino,Serie A,26,4,32.46237694842647,18.460623978782657,36.18572826285987,10.301332815205214,60.578552162944064,37.469648567428486
1200,Oihan Sancet,ESP,MF,15.7,Athletic Club,La Liga,22,8,44.12957923400763,35.38279750839557,55.33998259284842,16.967272246723706,71.99400352017723,39.72735784745571
1201,Alexis Sánchez,CHI,FW,16.3,Marseille,Ligue 1,34,9,53.501957187874694,27.745003450662264,61.588827003600755,33.98336049339031,67.16463352751335,60.03041142491617
1202,Antonio Sánchez,ESP,MF,7.1,Mallorca,La Liga,26,0,12.463154645878378,14.541141680729783,18.38328637229826,6.805134528228712,41.56534800170499,15.954228805099365
1203,Davinson Sánchez,COL,DF,6.4,Tottenham,Premier League,26,0,9.069678466494304,24.737876732303622,15.610446951370049,1.2951051567106493,61.9138103052285,35.565469523951485
1204,Iván Sánchez,ESP,MF,7.9,Valladolid,La Liga,30,0,12.744113102084928,5.150982985975133,26.49509784072942,15.643592525733027,28.7413481640855,20.359751771823802
1205,Javi Sánchez,ESP,DF,15.9,Valladolid,La Liga,25,1,10.202054026715285,55.804440871465,37.91186539920591,8.267446556528073,80.41273301899975,59.625755122718765
1206,Manuel Sánchez,ESP,DF,9.3,Osasuna,La Liga,22,0,6.433203171326377,32.555977006988954,28.71389455047043,12.738288311906826,65.80672661213389,42.99082885515792
1207,Jadon Sancho,ENG,FW,8.3,Manchester Utd,Premier League,22,3,28.00988323009334,8.885892656438632,32.63840589793978,30.224411892694103,52.25699666197363,34.530431597987075
1208,Alex Sandro,BRA,DF,12.7,Juventus,Serie A,32,0,1.3217246905011037,43.313983577274804,36.62656002669253,10.812142706868281,78.86749154367739,52.502946570944275
1209,Leroy Sané,GER,MF,13.6,Bayern Munich,Bundesliga,27,6,49.63344070248875,44.86889605601029,48.55886807264599,44.575882831949635,87.02444503081847,57.414746458189256
1210,Baptiste Santamaria,FRA,MF,8.6,Rennes,Ligue 1,27,1,18.936752506157298,28.88026635448952,29.852265737656154,8.673864000946027,83.31337406377494,26.81183578969108
1211,Riccardo Saponara,ITA,FW,8.1,Fiorentina,Serie A,31,2,25.09079952876209,16.441104074593902,27.263661965950696,23.590782123620034,53.478106691151105,31.555802536164645
1212,Muhammed Saracevic Cham,AUT,MF,13.6,Clermont Foot,Ligue 1,22,4,33.61948320609555,31.36387199543878,46.895925885913805,18.556693725566888,59.9131087834612,35.65746793905809
1213,Martin Satriano,URU,FW,13.8,Empoli,Serie A,21,1,23.82428947666016,27.929646277881677,34.35594832712421,15.09278544351645,64.30267724846247,32.34924631422095
1214,Téji Savanier,FRA,MF,17.3,Montpellier,Ligue 1,31,7,42.9478230622607,33.66174007690317,64.0915479345271,42.466533173381556,67.7011657566593,55.50321381393313
1215,Stefan Savi?,MNE,DF,12.8,Atlético Madrid,La Liga,32,0,0.0,45.65846238361615,32.684896005996045,2.261294718066214,88.30610597513395,55.23668788035192
1216,Joe Scally,USA,DF,16.8,M'Gladbach,Bundesliga,20,0,9.872847032345298,51.53461108319147,42.41440663577501,15.174060373047693,86.6753269598988,61.089779693796736
1217,Giorgio Scalvini,ITA,DF,13.7,Atalanta,Serie A,19,2,21.99832703486047,49.38998631566312,32.292476980059526,16.300976393659614,74.52588277481208,56.29345984768219
1218,Gianluca Scamacca,ITA,FW,10.3,West Ham,Premier League,24,3,31.0675149537207,19.656074974917654,31.886162815200326,12.17697634452571,59.73877037367813,36.12649596719886
1219,András Schäfer,HUN,MF,8.4,Union Berlin,Bundesliga,23,0,5.7956646072627445,20.16790966811585,18.89687720276211,6.619051921356742,56.74589481803236,17.584042155376398
1220,Fabian Schär,SUI,DF,20.8,Newcastle Utd,Premier League,31,1,28.94995434091696,78.88807717893536,54.25721647744457,20.915794914805975,91.52199820801522,79.4771373684635
1221,Patrik Schick,CZE,FW,9.5,Leverkusen,Bundesliga,27,2,28.86614324628034,14.460100769159709,26.09265417853331,12.253612671070934,70.45892788276129,34.76376297321792
1222,Kingsley Schindler,GER,DF,6.3,Köln,Bundesliga,29,0,0.0,24.24349034936872,14.598306738347091,5.548978627490536,61.14691375565795,34.40850821547933
1223,Xaver Schlager,AUT,MF,14.0,RB Leipzig,Bundesliga,25,1,12.275227636228893,35.83678245290552,38.52663935805401,12.030516175627042,69.64296587979784,29.18806221170256
1224,Nico Schlotterbeck,GER,DF,19.3,Dortmund,Bundesliga,23,3,24.663237060357666,70.49802697604635,55.58983572510765,17.802038705699395,86.93648892767979,73.36563979970745
1225,Jeffrey Schlupp,GHA,MF,18.1,Crystal Palace,Premier League,30,1,24.375180969502285,47.60443244563047,43.47201448386874,16.4492119578307,65.83163725672911,35.14568884483478
1226,Romano Schmid,AUT,MF,10.5,Werder Bremen,Bundesliga,23,0,3.915739486622364,22.612241743459947,33.319352222889016,21.080490647325526,56.53074065804697,29.203980049153976
1227,Niklas Schmidt,GER,MF,5.6,Werder Bremen,Bundesliga,24,1,14.443729226426846,13.248866784888232,16.655292356814865,18.472388236089053,48.98410700874825,23.16505540543088
1228,Benno Schmitz,GER,DF,15.5,Köln,Bundesliga,28,1,11.507727026563423,46.97811354056864,37.651058728550645,12.176904679723128,72.99138706774649,53.60235724212284
1229,Jerdy Schouten,NED,MF,12.9,Bologna,Serie A,26,0,9.112565761752204,40.627616818221625,36.32530246653056,10.864966459814925,67.67469932743431,27.97794344855498
1230,Perr Schuurs,NED,DF,13.3,Torino,Serie A,23,0,7.408047467426638,43.57875527095017,35.3306176442909,4.362038326912611,74.38650618060773,50.895227981502686
1231,Alidu Seidu,GHA,DF,19.5,Clermont Foot,Ligue 1,22,0,11.121317957719127,71.37477490282815,50.597239237694545,8.65701616537185,91.73483264659914,72.24630426237322
1232,Nélson Semedo,POR,DF,14.1,Wolves,Premier League,29,0,1.2839982967761707,48.21683151438489,36.76520579079455,9.768464021721822,64.1565348001705,49.587786070523535
1233,Marcos Senesi,ARG,DF,15.9,Bournemouth,Premier League,25,1,21.292526905819518,58.841010345590576,37.149768698114585,3.8600038627891418,76.91558243854914,60.49303241716283
1234,Stefano Sensi,ITA,MF,10.7,Monza,Serie A,27,2,23.484738729235875,35.88333935064932,40.44969753569968,18.58483830260403,73.96634664176833,35.16362473091684
1235,Suat Serdar,GER,MF,14.0,Hertha BSC,Bundesliga,25,4,26.76411432303329,49.530560747237864,37.74538091980627,20.05775204064994,76.84792389767324,37.6551924520568
1236,Leonardo Sernicola,ITA,DF,15.1,Cremonese,Serie A,25,1,17.78589812303163,49.59462595683048,40.04166876432884,16.17175158362702,81.41710415873172,59.143998696379604
1237,Ryan Sessegnon,ENG,DF,9.0,Tottenham,Premier League,22,2,22.461952842254522,24.98125146996468,23.105069130371263,10.748009311304381,56.52274103056695,37.29871589265108
1238,Stephan El Shaarawy,ITA,DF,7.9,Roma,Serie A,30,3,30.255215373555544,17.500600551098074,28.00948586376911,23.31880804301873,50.493738202041946,34.69529785279542
1239,Luke Shaw,ENG,DF,16.7,Manchester Utd,Premier League,27,1,23.812634221590343,52.7839391272399,52.71880717864057,21.022070583282463,82.13814520876045,63.54858939011445
1240,Kiliann Sildillia,FRA,DF,16.1,Freiburg,Bundesliga,20,0,3.490775511330016,42.532986474872274,39.50358986115312,18.08025523846399,75.8465774927098,52.51753856505045
1241,André Silva,POR,FW,13.3,RB Leipzig,Bundesliga,27,4,40.721375079528705,20.982303184529737,46.29840907452474,40.38488601681605,58.72490713865266,48.14918809235815
1242,Bernardo Silva,POR,MF,15.7,Manchester City,Premier League,28,2,22.384350708223344,27.5908543278708,57.09842737767005,43.17133645635015,58.603121765076025,50.214826529990184
1243,Caio Henrique Oliveira Silva,BRA,DF,19.0,Monaco,Ligue 1,25,1,34.71412689563145,45.61611769235795,62.922720559352264,43.144072549229755,69.27760975906794,60.79813823909238
1244,David Silva,ESP,MF,12.4,Real Sociedad,La Liga,37,1,24.457951409456218,25.843491485566854,41.46202878920613,31.794756104748007,65.94525747457732,41.00059150890563
1245,Thiago Silva,BRA,DF,19.9,Chelsea,Premier League,38,0,8.8675908703418,79.11635352009766,52.68695846346066,7.199521753827202,92.05147461789839,75.71446320013114
1246,Abdallah Sima,SEN,FW,10.3,Angers,Ligue 1,21,2,22.12368123292575,22.29355579446026,28.761597048616828,11.799046836510767,58.896759832477464,29.124785830758004
1247,Mohamed Simakan,FRA,DF,9.2,RB Leipzig,Bundesliga,22,1,12.866950360129492,28.944828567326553,22.721064938820142,2.8959990309779804,71.02320011366638,42.05248370257144
1248,Moses Simon,NGA,FW,17.4,Nantes,Ligue 1,27,5,30.435793626925715,18.319963333557677,58.33470948892959,33.121262346221556,61.1170282659579,41.16328006353301
1249,Lassine Sinayoko,MLI,MF,13.2,Auxerre,Ligue 1,23,0,18.43864885730761,29.057357573012677,38.443923520461254,29.365141492383884,53.629059149996095,37.18771093139709
1250,Wilfried Singo,CIV,DF,11.9,Torino,Serie A,22,0,11.915473121260883,36.420042321504,34.10247989744133,13.66583827958999,76.82069133497068,49.89361359351891
1251,Luis Sinisterra,COL,FW,6.0,Leeds United,Premier League,23,2,22.630499515661878,16.21140378356678,18.061941344736606,14.039605397376913,56.07607526336088,27.862461356129447
1252,Ibrahima Sissoko,FRA,MF,5.4,Strasbourg,Ligue 1,25,0,2.5992184366350455,16.654672876310116,14.628551731114728,3.208854294528619,57.54358901495931,13.977946752157308
1253,Moussa Sissoko,FRA,MF,12.7,Nantes,Ligue 1,33,1,15.831212411798164,32.893239689148054,37.62732510384985,7.383576943776711,76.04684677370248,27.125465550006034
1254,Ellyes Skhiri,TUN,MF,17.7,Köln,Bundesliga,27,3,22.706144561931417,69.2372961646755,58.40329811074806,17.798360896999768,92.68272880427062,44.696027999335485
1255,Robert Skov,DEN,DF,11.7,Hoffenheim,Bundesliga,26,3,31.633550422431856,26.627280157409512,37.40096519322019,19.80639237084569,61.92025087786958,43.629780111509625
1256,Milan kriniar,SVK,DF,18.7,Inter,Serie A,28,0,14.182769128385042,51.07717169634816,51.30032246952978,2.8831507655344217,78.52111961353442,58.18340975953289
1257,Islam Slimani,ALG,FW,11.0,Brest,Ligue 1,34,1,12.847537118596955,20.489963382251176,33.33961533387399,12.40565318740741,63.17311790853919,23.20204756724437
1258,Chris Smalling,ENG,DF,21.7,Roma,Serie A,33,3,22.43960450455999,81.63540731036258,53.620871001671276,1.9516515208764653,91.9800641033921,77.90333625919436
1259,Adam Smith,ENG,DF,20.1,Bournemouth,Premier League,31,0,16.62096398867592,47.131101804501775,48.230432013537325,6.2184407323442805,71.51991045875393,54.281418160769284
1260,Danilo Soares,BRA,DF,12.6,Bochum,Bundesliga,31,0,0.4371058031578453,50.61877792087378,30.3213858326459,7.815412651734173,82.74359249454139,56.013030466967
1261,Rubén Sobrino,ESP,FW,13.1,Cádiz,La Liga,30,1,24.180636265958057,27.72111301713923,36.2081006828151,11.8262999595206,64.7740582826591,32.49452621297913
1262,Dominic Solanke,ENG,FW,15.9,Bournemouth,Premier League,25,3,38.35627468346778,27.95276765523588,42.08041341980033,30.369930232469166,72.02781004824851,46.68177968849261
1263,Nikola Soldo,CRO,DF,5.6,Köln,Bundesliga,22,0,2.5983511632160807,18.360779467736897,12.731130248001769,1.2771175850896683,76.6415653480017,36.63085371358023
1264,Roberto Soriano,ITA,FW,11.4,Bologna,Serie A,32,0,6.800431080044217,29.30082739353237,41.73484755152792,19.92103461694901,56.14305721882803,20.22323970514183
1265,Borna Sosa,CRO,DF,11.0,Stuttgart,Bundesliga,25,0,12.29195249293376,31.411998347510355,50.7181465195462,26.622579087636854,75.81139505145433,50.68224988062289
1266,Florian Sotoca,FRA,MF,19.9,Lens,Ligue 1,32,6,49.28754295405996,51.4636245411372,80.94949030038863,53.38766838320159,76.89085631724723,69.4301022808814
1267,Tomá Sou?ek,CZE,MF,18.4,West Ham,Premier League,27,1,23.42853389184291,64.74258843159265,46.632525003117124,13.13935761004816,77.10065930172696,37.11845013956337
1268,Adama Soumaoro,FRA,DF,13.7,Bologna,Serie A,30,0,16.56318546578581,46.841724905634536,36.309750079498045,3.5575288906101252,86.56707329449735,57.640805730570875
1269,Boubakary Soumaré,FRA,MF,9.3,Leicester City,Premier League,23,0,0.44361035380007535,31.66356439556765,25.215120125393664,4.321576315726487,63.76334202262308,19.222276937376435
1270,Vinicius Souza,BRA,MF,17.0,Espanyol,La Liga,23,0,11.492779908723215,64.44453067910882,44.28526761046414,12.265153228301262,81.52515882842471,35.18660779011268
1271,Djibril Sow,SUI,MF,17.0,Eint Frankfurt,Bundesliga,26,2,21.711231991578426,40.427427616040305,50.067927579453674,18.46041527164067,72.23923775175655,37.414062924391224
1272,Kevin Spadanuda,SUI,MF,5.4,Ajaccio,Ligue 1,26,0,1.3113174094735363,6.593684372246028,13.81162469315279,1.2835417178114472,29.05799013538475,8.12857277534461
1273,Stijn Spierings,NED,MF,22.0,Toulouse,Ligue 1,26,2,19.419300178803027,72.91896073223108,63.30149350606248,21.713320283575865,84.0136399618406,47.1112153546761
1274,Leonardo Spinazzola,ITA,DF,9.0,Roma,Serie A,29,0,12.012716570293415,19.400816987521917,25.973737259657348,15.99022206476459,62.735861576870775,36.609459087974365
1275,Anton Stach,GER,MF,13.4,Mainz 05,Bundesliga,24,1,21.95117713620567,48.98925635689332,41.530555162620765,20.212274618611307,82.66791158381879,38.66361832064837
1276,Kostas Stafylidis,GRE,MF,5.6,Bochum,Bundesliga,29,0,3.4725627695317716,19.841996457680438,14.520431143678653,11.306732474536725,56.68500213124405,18.955016023063646
1277,Jens Stage,DEN,MF,9.4,Werder Bremen,Bundesliga,26,1,17.095740956383782,30.305555513032807,23.160258089415496,9.916303622318924,58.05861295005839,23.052030430836908
1278,Niklas Stark,GER,DF,11.8,Werder Bremen,Bundesliga,27,0,14.368439613530636,43.121125372274115,30.48577250118808,2.5773620479777413,68.74581362778332,48.786298197087085
1279,Raheem Sterling,ENG,FW,12.7,Chelsea,Premier League,28,4,33.97228665438817,5.490460263119061,46.18091745906919,18.975135142623103,43.53827105364646,38.03724800939799
1280,Lars Stindl,GER,FW,9.9,M'Gladbach,Bundesliga,34,4,33.993810441190895,17.03736632633174,39.023815575187,27.351386869886873,52.411205414229755,39.86956014237918
1281,Kevin Stöger,AUT,MF,17.2,Bochum,Bundesliga,29,1,20.07610663400042,31.599716150917168,69.33607210450681,44.07135607117463,62.85118788812413,54.21295418927475
1282,Petar Stojanovi?,SVN,DF,13.1,Empoli,Serie A,27,0,8.152921278901614,33.05879886622824,40.302935425577516,18.472148481920346,53.4502472919669,41.15736166803791
1283,John Stones,ENG,DF,13.1,Manchester City,Premier League,28,0,7.296648257390147,37.57022855539922,38.96465580235758,8.628366690619007,86.71553546419076,53.2697780807101
1284,Jørgen Strand Larsen,NOR,FW,11.1,Celta Vigo,La Liga,23,2,25.280734162897332,26.172832098066078,26.747469852666843,16.544585420750394,67.54216818560091,32.9984995007883
1285,Gabriel Strefezza,BRA,FW,15.9,Lecce,Serie A,25,7,45.17180105676436,35.75631552436435,48.0567569844419,33.28087773957332,64.27832017374713,52.33030794153582
1286,Pascal Struijk,NED,DF,18.6,Leeds United,Premier League,23,2,29.08030398538607,70.52975642388249,49.08580437937544,12.480398277536391,81.96764568575315,70.82552005775872
1287,Cristhian Stuani,URU,FW,7.2,Girona,La Liga,36,5,42.15432856793707,10.747185548867478,19.784701207810336,6.514525775573923,43.0633080966976,39.92387025859461
1288,Damián Suárez,URU,DF,10.0,Getafe,La Liga,34,1,15.816590279672022,41.937678030786,32.10051724227426,9.720776213241425,85.99920995642269,55.33833146432896
1289,Isaac Success,NGA,FW,14.2,Udinese,Serie A,27,0,12.801840971368142,27.266617941720284,41.47936926494247,32.03994459677419,62.26712171868159,26.63181125112198
1290,Niklas Süle,GER,DF,12.8,Dortmund,Bundesliga,27,1,19.246926503323994,35.22084189996267,40.29239000410506,16.820066781093974,71.15274631987288,49.30689554164912
1291,Crysencio Summerville,NED,FW,7.5,Leeds United,Premier League,21,4,30.951954700925207,14.752702104282452,20.60016758895904,10.81926867575884,44.233317578558825,32.53730294201403
1292,Ivan unji?,CRO,MF,10.6,Hertha BSC,Bundesliga,26,0,14.745862012900648,30.564662916116138,25.555062028799775,7.060506784779447,57.78715976211257,21.69525236874694
1293,Mattias Svanberg,SWE,MF,11.2,Wolfsburg,Bundesliga,24,2,22.82187221430724,28.025602076774973,34.71630962333593,24.87989897331709,57.31828607384255,34.57288931690436
1294,Dominik Szoboszlai,HUN,MF,15.0,RB Leipzig,Bundesliga,22,3,37.10060566700846,31.7044298697404,67.55012416425447,53.58025433737749,62.65045568027281,61.18494418515131
1295,Alexander Sørloth,NOR,FW,14.2,Real Sociedad,La Liga,27,8,51.67678572876832,30.823441571328225,44.717818155911985,22.476413626737244,78.86820792822782,56.93957602930367
1296,Nicolás Tagliafico,ARG,DF,19.7,Lyon,Ligue 1,30,1,20.737371816857173,61.318360994306545,58.86669901799475,23.133239292190396,79.31272454178254,67.07976822273413
1297,Jonathan Tah,GER,DF,16.6,Leverkusen,Bundesliga,27,1,15.999683263645647,55.363869563236065,45.03710872182309,3.519139904990545,76.91355268232287,59.1580721841069
1298,Flavien Tait,FRA,MF,15.1,Rennes,Ligue 1,30,2,23.816094041970647,33.66100968677464,52.10976020510623,41.626383010518225,58.71438931093468,49.059839445091214
1299,Montassar Talbi,TUN,DF,22.0,Lorient,Ligue 1,24,1,28.47940518040576,83.01440339766388,54.199276826194954,3.7676387604877877,93.82345180343842,80.1334568551018
1300,Adrien Tameze,CMR,MF,17.4,Hellas Verona,Serie A,29,0,8.710845036326438,49.26831467036304,46.92622447046011,13.048978773834971,74.1916495828851,33.34454456502691
1301,Renato Tapia,PER,MF,7.7,Celta Vigo,La Liga,27,0,10.544666612069717,27.145405956279824,25.424109757707235,7.151619579066552,61.09566241094445,21.22378814284565
1302,Edmond Tapsoba,BFA,DF,19.6,Leverkusen,Bundesliga,24,1,5.275447212982584,58.883438673175014,49.61612773938118,12.329789833027837,81.04816611524956,62.494900329265505
1303,Florian Tardieu,FRA,MF,11.2,Troyes,Ligue 1,30,3,18.848768129643435,37.21963222053122,41.58068191229859,21.2785483572921,71.24444354233057,36.275109526187244
1304,James Tarkowski,ENG,DF,21.0,Everton,Premier League,30,1,27.355178154312938,89.33642298926588,55.82247334100595,3.507576466091342,93.11100736801512,82.81111761662727
1305,Nuno Tavares,POR,DF,16.5,Marseille,Ligue 1,23,5,40.34716049169053,39.664321233613855,49.85541271826676,35.30681670635858,71.29956744826526,57.01880911618335
1306,Marcus Tavernier,ENG,MF,14.6,Bournemouth,Premier League,23,2,27.634888650390078,31.835115263733083,40.220424505500944,28.186262420263763,70.22601335579598,40.19048576043302
1307,Enzo Tchato,CMR,DF,10.4,Montpellier,Ligue 1,20,1,12.606137897509315,33.197260071380605,23.95697937479428,12.50798557066102,66.20709602776708,43.557731759376516
1308,Aurélien Tchouaméni,FRA,MF,11.8,Real Madrid,La Liga,23,0,10.554016159855072,46.2231341652323,39.5559068030775,19.801298148562278,79.3827511315891,35.9787486677121
1309,Alex Telles,BRA,DF,8.4,Sevilla,La Liga,30,0,1.7484232126313812,22.6329786882141,27.7996098194716,10.801162323234882,68.15296867461603,38.38991675452872
1310,Simon Terodde,GER,FW,14.2,Schalke 04,Bundesliga,34,3,34.460037096832366,24.17516202341616,36.68216800604316,16.21672370140522,59.88186818763068,39.93752990755242
1311,Filippo Terracciano,ITA,DF,5.8,Hellas Verona,Serie A,20,0,10.158788339264587,15.055323765994244,15.417049090429396,6.848395729854604,51.86636085006191,28.41918495826225
1312,Martin Terrier,FRA,FW,14.7,Rennes,Ligue 1,25,9,61.19195957013302,42.46322681937906,54.04096208635081,40.933414390557964,84.72456208009419,68.53703279786434
1313,Kenny Tete,NED,DF,15.7,Fulham,Premier League,27,0,20.547030903402035,59.835304833390126,44.58416389439071,21.273608592543304,80.75229929591339,65.02529906846496
1314,Arthur Theate,BEL,DF,21.9,Rennes,Ligue 1,22,2,29.322220226930444,63.06959655328465,60.61285060211602,8.819044680687254,85.10749404451073,69.41586519389662
1315,Jan Thielmann,GER,FW,5.8,Köln,Bundesliga,20,1,15.841649229560344,11.555414495709423,13.372010077250037,10.913754147587854,44.63636917206244,20.339827352710614
1316,Sada Thioub,SEN,FW,6.1,Angers,Ligue 1,27,0,3.041961517016156,10.411307229618583,20.898334932182262,13.406321004438837,32.40844107955969,10.496895394625762
1317,Luke Thomas,ENG,DF,7.7,Leicester City,Premier League,21,0,0.868140692382943,26.079640686188792,19.46862390186125,7.564463798082861,69.47855562546938,38.998431579857446
1318,Adrien Thomasson,FRA,MF,10.4,Strasbourg,Ligue 1,29,0,14.346468894204708,27.267877628900862,38.53069990998399,22.523507028631162,67.52187062333815,34.208529440641406
1319,Kristian Thorstvedt,NOR,MF,9.8,Sassuolo,Serie A,23,1,19.277226746067022,28.143347351325517,26.681743600126456,10.35820922486337,61.32694779146499,24.48762956471224
1320,Marcus Thuram,FRA,FW,17.9,M'Gladbach,Bundesliga,25,10,66.88114450405409,29.386974218763985,48.67276798163346,51.4577397473077,75.19367257325729,71.52117696894561
1321,Khéphren Thuram-Ulie,FRA,MF,17.6,Nice,Ligue 1,21,1,20.826998393175487,41.728721854047365,58.0584724830485,33.38421052680468,63.141744937302605,46.792269446148545
1322,Youri Tielemans,BEL,MF,18.3,Leicester City,Premier League,25,3,28.59068391675746,64.60179060721741,62.52591057594532,26.652751827089183,85.0235886670011,49.974392102525854
1323,Kieran Tierney,SCO,DF,5.2,Arsenal,Premier League,25,0,6.923530368744991,10.062276177151055,13.284681910474749,6.230220872827086,28.191284226764367,17.31649046248806
1324,Steffen Tigges,GER,FW,10.6,Köln,Bundesliga,24,5,32.44585792336369,21.30047342768943,28.208158384838676,12.40612644641844,60.39945602533137,36.927088353002695
1325,Jean-Clair Todibo,FRA,DF,19.5,Nice,Ligue 1,23,0,12.929217126135544,67.88408865747056,50.11704930155854,8.739478867680429,80.48911325749776,66.94702936998807
1326,Harry Toffolo,ENG,DF,6.8,Nott'ham Forest,Premier League,27,0,1.2974410347701124,21.921411875370215,15.2121266842377,8.161046656203787,69.05839608663001,36.58014308190144
1327,Corentin Tolisso,FRA,MF,10.3,Lyon,Ligue 1,28,0,11.402051468945944,29.451608355627673,39.855219199741725,19.627883624016746,66.90127265715388,32.696199519884196
1328,Jeremy Toljan,GER,DF,18.7,Sassuolo,Serie A,28,0,1.7028913581357725,38.548425436118166,60.45889873527134,14.409532062414666,72.05944408181841,51.16633092087909
1329,Rafael Tolói,ITA,DF,16.1,Atalanta,Serie A,32,1,19.18029098966061,57.676701359024705,46.754225192184755,21.316527119627,83.15899319315281,64.96026353781039
1330,Tiago Tomás,POR,FW,9.2,Stuttgart,Bundesliga,20,2,24.749762533154612,10.069426131228754,26.157249783314263,14.224615372231298,45.50307508068281,28.825419151665496
1331,Takehiro Tomiyasu,JPN,DF,5.7,Arsenal,Premier League,24,0,0.4449112639285212,17.29642890128366,16.626759789882296,6.265554535097312,36.14589887754481,23.00608870390629
1332,Fikayo Tomori,ENG,DF,17.5,Milan,Serie A,25,1,24.60482748565483,62.60191443595309,46.347762741319,6.272033731813849,85.17669027949744,66.76075950211805
1333,Sandro Tonali,ITA,MF,17.4,Milan,Serie A,22,2,31.654610992374092,41.44358600049949,64.06443756520285,37.21047216599616,73.60291344798964,52.76207449399364
1334,Ivan Toney,ENG,FW,19.9,Brentford,Premier League,26,14,65.08208999614747,43.91963160236903,49.30678059604783,31.483121862685426,80.93855927903061,69.4578656723453
1335,Ferrán Torres,ESP,FW,7.2,Barcelona,La Liga,22,2,25.72425134005573,8.640261246043034,21.84487438068909,15.492143212027958,36.80425627940908,28.12433193824699
1336,Óliver Torres,ESP,MF,15.6,Sevilla,La Liga,28,3,22.640176655039014,23.514390483601982,53.80796194949353,21.288287167691983,56.6603245687035,36.27571649545012
